ExamSet,DifficultyCode,Difficulty,QuestionNumber,Domain,Question,CorrectOptionLetter,RemediationReference
3,A,Standard,10,Web-Based GIS,Why are cached raster tiles fast to display?,A,GIS&T BoK remediation: [CV-05-015] Web Mapping — https://gistbok-topics.ucgis.org/CV-05-015 | Blueprint domain resource: https://geospacebok.eu/WB
3,A,Standard,11,"Platforms, Sensors, Physics & Image Processing",Why is water often dark in near-infrared imagery?,A,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
3,A,Standard,12,Analytical Methods & GeoComputation,Which polygon-neighbor rule requires a shared boundary segment rather than a corner-only touch?,B,GIS&T BoK remediation: [AM-03-011] Spatial Statistics — https://gistbok-topics.ucgis.org/AM-03-011 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
3,A,Standard,13,Cartography & Visualization,Natural breaks/Jenks seeks class boundaries that do what?,C,"GIS&T BoK remediation: [CV-03-005] Statistical Mapping (Enumeration, Normalization, Classification) — https://gistbok-topics.ucgis.org/CV-03-005 | Blueprint domain resource: https://geospacebok.eu/CV"
3,A,Standard,14,GI & Society,Open public data contain precise critical-infrastructure locations. What principle should guide release?,B,"GIS&T BoK remediation: [GS-03-021] Balancing Data Access. Security, and Privacy — https://gistbok-topics.ucgis.org/GS-03-021 | Blueprint domain resource: https://geospacebok.eu/GS"
3,A,Standard,15,Conceptual Foundations,A parcel layer contains overlaps even though parcel interiors are supposed to be mutually exclusive. What type of problem is this?,B,GIS&T BoK remediation: [DM-01-028] Topological Relationships — https://gistbok-topics.ucgis.org/DM-01-028 | Blueprint domain resource: https://geospacebok.eu/CF
3,A,Standard,16,Data Modeling,What is a purpose of Z-order or Morton ordering?,D,"GIS&T BoK remediation: [DM-03-072] Space-driven Structures: Grid, linear quadtree, and z-ordering tree files — https://gistbok-topics.ucgis.org/DM-03-072 | Blueprint domain resource: https://geospacebok.eu/DM"
3,A,Standard,17,Data Modeling,What is a spatial data infrastructure?,B,GIS&T BoK remediation: [DM-07-060] Spatial Data Infrastructures — https://gistbok-topics.ucgis.org/DM-07-060 | Blueprint domain resource: https://geospacebok.eu/DM
3,A,Standard,18,Analytical Methods & GeoComputation,Which terrain derivative measures steepness of elevation change?,B,GIS&T BoK remediation: [AM-04-055] Digital Terrain Models and Terrain Metrics — https://gistbok-topics.ucgis.org/AM-04-055 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
3,A,Standard,19,Analytical Methods & GeoComputation,A distance-to-road raster must identify cells within 500 m as suitable. Which operation is appropriate?,A,GIS&T BoK remediation: [AM-02-006] Grid Operations and Map Algebra — https://gistbok-topics.ucgis.org/AM-02-006 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
3,A,Standard,20,Design of Systems,What is integration testing intended to verify?,A,"GIS&T BoK remediation: [PD-02-005] Design, Development, Testing, and Deployment of GIS Applications — https://gistbok-topics.ucgis.org/PD-02-005 | Blueprint domain resource: https://geospacebok.eu/DA"
3,A,Standard,21,"Platforms, Sensors, Physics & Image Processing",What does temporal resolution describe?,C,GIS&T BoK remediation: [DC-03-026] Remote Sensing Platforms — https://gistbok-topics.ucgis.org/DC-03-026 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
3,A,Standard,22,Geospatial Data,Why can street addresses be poor stable unique identifiers?,D,GIS&T BoK remediation: [DC-05-002] Land records — https://gistbok-topics.ucgis.org/DC-05-002 | Blueprint domain resource: https://geospacebok.eu/GD
3,A,Standard,23,Organizational & Institutional Aspects,Why should a GIS program measure service performance?,D,GIS&T BoK remediation: [KE-03-021] System Modelling for Effective GIS Management — https://gistbok-topics.ucgis.org/KE-03-021 | Blueprint domain resource: https://geospacebok.eu/OI
3,A,Standard,24,Conceptual Foundations,Orthometric height is most closely referenced to what surface?,A,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/CF
3,A,Standard,25,Conceptual Foundations,A compass direction of southwest corresponds to an azimuth of approximately what?,B,GIS&T BoK remediation: [FC-05-014] Directional Operations — https://gistbok-topics.ucgis.org/FC-05-014 | Blueprint domain resource: https://geospacebok.eu/CF
3,A,Standard,26,"Platforms, Sensors, Physics & Image Processing",Passive optical imagery is strongly limited by what weather condition?,D,GIS&T BoK remediation: [DC-03-026] Remote Sensing Platforms — https://gistbok-topics.ucgis.org/DC-03-026 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
3,A,Standard,27,Organizational & Institutional Aspects,What is change management in a GIS implementation?,A,GIS&T BoK remediation: [KE-04-003] Strategic Planning for GIS Design — https://gistbok-topics.ucgis.org/KE-04-003 | Blueprint domain resource: https://geospacebok.eu/OI
3,A,Standard,28,Analytical Methods & GeoComputation,A fitted semivariogram has a range of 8 km. What does this usually imply about pairs separated by much more than 8 km?,C,GIS&T BoK remediation: [AM-04-029] Kriging Interpolation — https://gistbok-topics.ucgis.org/AM-04-029 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
3,A,Standard,29,Data Modeling,Two road datasets depict the same features with slightly different geometry and attributes. What process seeks to reconcile them into one consistent dataset?,B,GIS&T BoK remediation: [DM-02-071] Geospatial Data Conflation — https://gistbok-topics.ucgis.org/DM-02-071 | Blueprint domain resource: https://geospacebok.eu/DM
3,A,Standard,30,Thematic & Application Domains,An emergency manager must route ambulances around flooded roads. Which GIS capability is required?,B,GIS&T BoK remediation: [AM-05-043] Location and Service Area Problems — https://gistbok-topics.ucgis.org/AM-05-043 | Blueprint domain resource: https://geospacebok.eu/TA
3,A,Standard,31,Cartography & Visualization,Why can multivariate maps become difficult to interpret?,D,GIS&T BoK remediation: [CV-04-012] Multivariate Mapping — https://gistbok-topics.ucgis.org/CV-04-012 | Blueprint domain resource: https://geospacebok.eu/CV
3,A,Standard,32,Analytical Methods & GeoComputation,A slope raster must be converted to 1 for cells steeper than 20% and 0 otherwise. Which map-algebra expression is most direct?,D,GIS&T BoK remediation: [AM-02-006] Grid Operations and Map Algebra — https://gistbok-topics.ucgis.org/AM-02-006 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
3,A,Standard,33,Thematic & Application Domains,Satellite imagery shows low vegetation vigor in parts of a field. What is the most defensible next step before changing management?,A,GIS&T BoK remediation: [DA-001] GIS&T and Agriculture — https://gistbok-topics.ucgis.org/DA-001 | Blueprint domain resource: https://geospacebok.eu/TA
3,A,Standard,34,Conceptual Foundations,Why is one UTM zone usually unsuitable for a continent spanning many zones?,A,GIS&T BoK remediation: [DM-05-048] Planar Coordinate Systems and the U. S. National Grid — https://gistbok-topics.ucgis.org/DM-05-048 | Blueprint domain resource: https://geospacebok.eu/CF
3,A,Standard,35,Analytical Methods & GeoComputation,The observed average nearest-neighbor distance is much larger than expected under randomness and the z-score is strongly positive. What pattern is indicated?,C,GIS&T BoK remediation: [AM-03-007] Point Pattern Analysis — https://gistbok-topics.ucgis.org/AM-03-007 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
3,A,Standard,36,Design of Systems,What is regression testing?,B,"GIS&T BoK remediation: [PD-02-005] Design, Development, Testing, and Deployment of GIS Applications — https://gistbok-topics.ucgis.org/PD-02-005 | Blueprint domain resource: https://geospacebok.eu/DA"
3,A,Standard,37,Design of Systems,PySAL is especially associated with what?,B,GIS&T BoK remediation: [PD-05-031] PySAL and Spatial Statistics Libraries — https://gistbok-topics.ucgis.org/PD-05-031 | Blueprint domain resource: https://geospacebok.eu/DA
3,A,Standard,38,Cartography & Visualization,What is one risk of narrative mapping?,D,GIS&T BoK remediation: [CV-04-033] Narrative and Storytelling — https://gistbok-topics.ucgis.org/CV-04-033 | Blueprint domain resource: https://geospacebok.eu/CV
3,A,Standard,39,Design of Systems,A cloud system automatically adds instances during traffic spikes. What capability is this?,C,GIS&T BoK remediation: [CP-01-008] Spatial Cloud Computing — https://gistbok-topics.ucgis.org/CP-01-008 | Blueprint domain resource: https://geospacebok.eu/DA
3,A,Standard,40,Geospatial Data,Aerial photographs show tall objects displaced radially away from the image center. What causes this?,B,GIS&T BoK remediation: [DC-02-010] Aerial Photography: History and Georeferencing — https://gistbok-topics.ucgis.org/DC-02-010 | Blueprint domain resource: https://geospacebok.eu/GD
3,A,Standard,41,Conceptual Foundations,"Why can no flat world map preserve area, shape, distance, and direction everywhere at once?",A,GIS&T BoK remediation: [CV-03-006] Map Projections — https://gistbok-topics.ucgis.org/CV-03-006 | Blueprint domain resource: https://geospacebok.eu/CF
